First Name,Last Name,Email,Phone Number,Company Name,Job Title,Industry,City,State,Country,Lifecycle Stage,Lead Status,Created Date
Susan,Jones,susanjones@outlook.com,(364) 949-2228,Marlowe & Co.,Operations Manager,Technology,Richmond,VA,United States,opportunity,Attempted to Contact,12/1/2025
Angela,Mitchell,angelamitchell@yahoo.com,(767) 497-1606,,,Construction,Charleston,SC,United States,opportunity,Attempted to Contact,11/18/2025
Pamela,Walker,pwalker@yahoo.com,(768) 695-5157,Cascade Software,CEO,Technology,Nashville,TN,United States,customer,Unqualified,3/28/2026
Paul,Moore,pmoore@yahoo.com,(798) 600-8554,Coppervale Manufacturing,HR Manager,Nonprofit,Raleigh,NC,United States,customer,Attempted to Contact,9/11/2024
Jeffrey,Adams,jeffreyadams@gmail.com,(404) 843-6006,Amber Grove Retail,CEO,Manufacturing,Portland,OR,United States,subscriber,Open,9/23/2024
Thomas,Moore,tmoore@business.net,(929) 532-7240,Fieldstone Education,Marketing Coordinator,Logistics,Des Moines,IA,United States,salesqualifiedlead,Attempted to Contact,7/4/2026
Scott,Flores,sflores@gmail.com,(657) 792-3045,Silverline Logistics,Sales Director,Biotechnology,Omaha,NE,United States,subscriber,Unqualified,12/3/2025
Samantha,Ramirez,samantha.ramirez@gmail.com,(333) 394-4140,Marlowe & Co.,Purchasing Manager,Nonprofit,Denver,CO,United States,marketingqualifiedlead,In Progress,7/21/2026
Greg,Wilson,gwilson@business.net,(220) 985-1145,Orchard Lane Foods,VP of Sales,Legal Services,Tampa,FL,United States,lead,Attempted to Contact,4/28/2024
Debra,Rodriguez,debra.rodriguez@gmail.com,(863) 216-3359,Aster Marketing,Controller,Legal Services,Portland,OR,United States,salesqualifiedlead,Open,3/21/2024
Charles,Nelson,cnelson@company.com,(498) 599-8326,Cobalt Digital,Finance Director,Legal Services,Portland,OR,United States,marketingqualifiedlead,In Progress,11/10/2026
Jason,Hernandez,jhernandez@yahoo.com,(509) 712-9735,Willowbrook Nonprofit,Purchasing Manager,Hospitality,Boise,ID,United States,marketingqualifiedlead,Connected,12/28/2025
Emma,Walker,emmawalker@company.com,(921) 585-1963,Driftwood Hospitality,Office Manager,Financial Services,Sacramento,CA,United States,customer,Open,4/23/2026
Christine,Smith,christine.smith@business.net,(894) 351-7169,Granite Peak Construction,Customer Success Manager,Biotechnology,Milwaukee,WI,United States,subscriber,New,8/6/2025
Matthew,Davis,mdavis@outlook.com,(669) 863-5215,Quarry Hill Ventures,Customer Success Manager,Retail,Richmond,VA,United States,customer,In Progress,10/22/2025
Shirley,Gonzalez,sgonzalez@yahoo.com,(255) 445-9108,Lumen Health Partners,Account Executive,Healthcare,Albuquerque,NM,United States,salesqualifiedlead,Connected,2/17/2026
Amy,Mitchell,amy.mitchell@company.com,(333) 410-6075,Granite Peak Construction,Controller,Financial Services,Denver,CO,United States,opportunity,Attempted to Contact,10/7/2025
David,Wright,dwright2@gmail.com,(603) 399-9035,Amber Grove Retail,COO,Hospitality,Omaha,NE,United States,opportunity,New,5/27/2026
Daniel,Green,danielgreen@business.net,(248) 552-7244,Driftwood Hospitality,Marketing Coordinator,Technology,Boise,ID,United States,customer,Unqualified,3/10/2025
Sandra,Brown,sandra.brown@business.net,(965) 521-1936,Beacon Analytics,CEO,Construction,Charleston,SC,United States,opportunity,Bad Timing,3/2/2026
Justin,Torres,justin.torres@business.net,(558) 506-5661,Willowbrook Nonprofit,CEO,Legal Services,Providence,RI,United States,lead,Connected,9/24/2025
Kenneth,Adams,kennethadams@company.com,(896) 729-6644,Brightpath Consulting,Operations Director,Legal Services,Denver,CO,United States,opportunity,Open,7/17/2024
Edward,Lopez,edwardlopez@yahoo.com,,,,Biotechnology,Providence,RI,United States,subscriber,Attempted to Contact,7/17/2026
KATHLEEN,FLORES,kflores@gmail.com,(952) 986-6431,Driftwood Hospitality,Purchasing Manager,Healthcare,Sacramento,CA,United States,salesqualifiedlead,Open,9/4/2024
Joshua,Roberts,joshuaroberts@outlook.com,(632) 222-2908,Ironwood Manufacturing,VP of Sales,Nonprofit,Omaha,NE,United States,customer,Unqualified,8/1/2025
Gregory,Lopez,glopez@business.net,(920) 700-7435,Marlowe & Co.,Operations Manager,Media,Boise,ID,United States,customer,Connected,9/1/2024
Scott,Anderson,scottanderson@gmail.com,(281) 904-8808,Brightpath Consulting,Marketing Coordinator,Insurance,Kansas City,MO,United States,opportunity,Unqualified,11/12/2026
Bill,Taylor,wtaylor@yahoo.com,(894) 737-4669,Willowbrook Nonprofit,Office Manager,Education,Richmond,VA,United States,opportunity,Connected,11/10/2026
Charles,Nelson,charlesnelson@yahoo.com,,,,Legal Services,Portland,OR,United States,marketingqualifiedlead,In Progress,2/15/2024
Jeffrey,Rodriguez,jeffrey.rodriguez@yahoo.com,(243) 672-1829,Ironwood Manufacturing,CEO,Real Estate,Denver,CO,United States,customer,Unqualified,1/13/2025
Raymond,Rodriguez,raymond.rodriguez@outlook.com,(479) 569-7873,Meridian Data Systems,Business Development Rep,Retail,Milwaukee,WI,United States,marketingqualifiedlead,In Progress,11/3/2026
Donna,Garcia,donna.garcia@yahoo.com,(580) 880-3711,Beacon Analytics,Purchasing Manager,Legal Services,Milwaukee,WI,United States,marketingqualifiedlead,Connected,4/14/2026
Emma,Hill,emmahill@outlook.com,(346) 876-9540,Harborview Financial,Executive Assistant,Logistics,Richmond,VA,United States,marketingqualifiedlead,New,10/24/2026
Brandon,Garcia,bgarcia@company.com,(959) 879-2279,Willowbrook Nonprofit,Operations Director,Media,Kansas City,MO,United States,opportunity,In Progress,1/11/2026
Ronald,Thomas,rthomas@gmail.com,(907) 686-3539,Steadfast Insurance,Operations Manager,Healthcare,Austin,TX,United States,lead,Unqualified,11/20/2024
Jessica,Baker,jessicabaker@business.net,(623) 255-3470,Brightpath Consulting,Finance Director,Technology,Albuquerque,NM,United States,salesqualifiedlead,Attempted to Contact,3/11/2025
Carolyn,Ramirez,carolyn.ramirez@business.net,(301) 533-2040,Quarry Hill Ventures,Operations Director,Financial Services,Salt Lake City,UT,United States,salesqualifiedlead,Bad Timing,1/13/2026
Kimberly,Baker,kbaker@company.com,(668) 387-8191,Steadfast Insurance,Regional Sales Manager,Education,Des Moines,IA,United States,marketingqualifiedlead,In Progress,9/23/2025
John,Moore,jmoore@outlook.com,(954) 622-6451,Quarry Hill Ventures,Executive Assistant,Biotechnology,Denver,CO,United States,subscriber,Bad Timing,2/16/2024
Jason,Jackson,jjackson@gmail.com,(729) 345-8595,Elmshade Legal,Regional Sales Manager,Manufacturing,Des Moines,IA,United States,customer,Attempted to Contact,3/25/2024
Jessica,Wilson,jwilson@company.com,(749) 352-4817,Hollowridge Transport,Operations Manager,Retail,Louisville,KY,United States,customer,Open,11/1/2025
Jennifer,Flores,jflores@outlook.com,(860) 507-8491,Amber Grove Retail,Operations Manager,Retail,Albuquerque,NM,United States,salesqualifiedlead,Attempted to Contact,2/3/2026
Elizabeth,Mitchell,elizabeth.mitchell@company.com,(806) 810-8584,Amber Grove Retail,Operations Director,Manufacturing,Charleston,SC,United States,salesqualifiedlead,Open,7/3/2025
Andrew,Hill,andrew.hill@yahoo.com,(791) 719-4485,Brightpath Consulting,Controller,Healthcare,Salt Lake City,UT,United States,subscriber,In Progress,6/4/2026
Ryan,Martinez,ryan.martinez@yahoo.com,(964) 881-1562,Fieldstone Education,Office Manager,Logistics,Des Moines,IA,United States,opportunity,Connected,5/28/2024
Ryan,Allen,ryanallen@gmail.com,(780) 370-7024,Ironwood Manufacturing,Product Manager,Media,Milwaukee,WI,United States,subscriber,Attempted to Contact,12/4/2026
Jonathan,Wilson,jwilson@yahoo.com,(913) 861-4156,Quarry Hill Ventures,Business Development Rep,Hospitality,Denver,CO,United States,customer,Connected,10/6/2026
Mark,Lopez,mlopez@business.net,,,,Manufacturing,Louisville,KY,United States,marketingqualifiedlead,Open,6/21/2024
Justin,Nelson,justinnelson@yahoo.com,(871) 915-7421,Brightpath Consulting,COO,Nonprofit,Portland,OR,United States,subscriber,In Progress,7/21/2026
Patricia,Garcia,patriciagarcia@company.com,(843) 475-1095,Amber Grove Retail,Sales Director,Legal Services,Omaha,NE,United States,opportunity,Unqualified,12/24/2025
Kimberly,Hernandez,khernandez@business.net,(520) 394-3610,Orchard Lane Foods,Marketing Coordinator,Construction,Richmond,VA,United States,salesqualifiedlead,In Progress,1/3/2025
James,Rivera,james.rivera@gmail.com,(970) 920-2025,Crestline Energy,Account Executive,Media,Sacramento,CA,United States,opportunity,Open,7/24/2026
Andrew,Rivera,andrew.rivera@company.com,(903) 439-5334,Driftwood Hospitality,CEO,Legal Services,Salt Lake City,UT,United States,lead,Unqualified,9/8/2024
Helen,Martinez,hmartinez@outlook.com,(705) 675-8354,Willowbrook Nonprofit,CEO,Legal Services,Denver,CO,United States,customer,Attempted to Contact,11/11/2025
Larry,Harris,larryharris@yahoo.com,(973) 957-3292,Driftwood Hospitality,Operations Manager,Education,Providence,RI,United States,customer,In Progress,2/14/2024
George,Williams,georgewilliams@outlook.com,(401) 891-6394,Redstone Realty,IT Manager,Nonprofit,Providence,RI,United States,customer,Bad Timing,4/23/2025
Katherine,Maritnez,katherine.martinez@gmail.com,(309) 293-1085,Cascade Software,Regional Sales Manager,Technology,Albuquerque,NM,United States,marketingqualifiedlead,New,1/18/2026
Jonathan,Roberts,jonathanroberts@company.com,(724) 680-6431,Granite Peak Construction,Business Development Rep,Media,Austin,TX,United States,marketingqualifiedlead,In Progress,1/23/2024
Gary,Brown,gbrown@gmail.com,(671) 536-5888,Steadfast Insurance,Account Executive,Retail,Milwaukee,WI,United States,marketingqualifiedlead,Connected,7/12/2024
David,Carter,dcarter@business.net,(356) 766-3878,Redstone Realty,Purchasing Manager,Construction,Salt Lake City,UT,United States,marketingqualifiedlead,Unqualified,7/18/2025
Samantha,King,samanthaking@gmail.com,6062807112,Lumen Health Partners,Regional Sales Manager,Hospitality,Tampa,FL,United States,lead,Connected,6/12/2026
Frank,Wright,fwright@yahoo.com,(374) 971-2465,Ferncrest Media,Executive Assistant,Nonprofit,Kansas City,MO,United States,subscriber,Open,7/6/2024
Eric,Robinson,eric.robinson@gmail.com,,,,Construction,Nashville,TN,United States,marketingqualifiedlead,Attempted to Contact,6/20/2024
Susan,Green,sgreen@outlook.com,(847) 648-4104,,,Healthcare,Milwaukee,WI,United States,subscriber,Connected,11/19/2025
Brian,Wilson,brianwilson@gmail.com,(364) 388-4617,Fieldstone Education,Product Manager,Healthcare,Boise,ID,United States,subscriber,Open,9/24/2026
Brandon,Martin,brandon.martin@yahoo.com,(307) 665-1691,Orchard Lane Foods,HR Manager,Biotechnology,Boise,ID,United States,subscriber,Connected,12/8/2024
Pamela,Hernandez,pamela.hernandez@yahoo.com,(391) 522-8389,Fieldstone Education,Sales Director,Insurance,Tucson,AZ,United States,marketingqualifiedlead,New,3/7/2025
Deborah,Ramirez,deborahramirez@company.com,(547) 391-9129,Quarry Hill Ventures,Controller,Technology,Albuquerque,NM,United States,opportunity,In Progress,12/14/2024
Jessica,Rivera,jrivera@gmail.com,(333) 584-4027,Greystone Capital,Account Executive,Nonprofit,Raleigh,NC,United States,lead,In Progress,8/22/2025
Steven,Young,syoung@outlook.com,(337) 230-2631,Aster Marketing,Sales Director,Insurance,Tucson,AZ,United States,subscriber,Unqualified,1/6/2026
Daniel,White,daniel.white@outlook.com,(405) 342-4878,Driftwood Hospitality,Controller,Retail,Louisville,KY,United States,marketingqualifiedlead,Attempted to Contact,6/15/2026
Ashley,Roberts,ashley.roberts@yahoo.com,(300) 442-7759,Foxglove Biotech,Finance Director,Real Estate,Raleigh,NC,United States,lead,New,10/16/2025
Sharon,Lewis,slewis@business.net,(617) 305-1430,Silverline Logistics,Business Development Rep,Education,Providence,RI,United States,subscriber,Attempted to Contact,6/28/2026
Jacob,Lopez,jacoblopez@gmail.com,(212) 324-5078,Lumen Health Partners,Regional Sales Manager,Healthcare,Sacramento,CA,United States,customer,New,3/27/2025
Mary,Roberts,mroberts@gmail.com,(550) 639-1131,Granite Peak Construction,Controller,Logistics,Kansas City,MO,United States,marketingqualifiedlead,Unqualified,7/8/2024
Margaret,Thomas,mthomas@outlook.com,(454) 510-5675,Crestline Energy,Regional Sales Manager,Legal Services,Boise,ID,United States,lead,In Progress,2/12/2025
Joseph,Jackson,joseph.jackson@gmail.com,(548) 958-4082,Aster Marketing,Account Executive,Hospitality,Denver,CO,United States,marketingqualifiedlead,Open,7/19/2025
Eric,Lewis,eric.lewis@outlook.com,(825) 908-1616,Fieldstone Education,Customer Success Manager,Nonprofit,Boise,ID,United States,salesqualifiedlead,Attempted to Contact,11/27/2024
Margaret,Gonzalez,margaretgonzalez@gmail.com,(393) 883-8794,Quarry Hill Ventures,Regional Sales Manager,Hospitality,Sacramento,CA,United States,customer,In Progress,10/11/2026
Debra,Thomas,debrathomas@business.net,(516) 854-6945,Greystone Capital,Account Executive,Education,Tampa,FL,United States,lead,Bad Timing,7/1/2025
Kenneth,Harris,kenneth.harris@gmail.com,(786) 300-9001,Ferncrest Media,Finance Director,Technology,Charleston,SC,United States,salesqualifiedlead,Attempted to Contact,6/15/2024
Kevin,Rodriguez,krodriguez@gmail.com,(886) 633-9331,Steadfast Insurance,Marketing Manager,Technology,Louisville,KY,United States,marketingqualifiedlead,Open,6/25/2024
Amy,Moore,amoore@business.net,(489) 302-4180,Cascade Software,HR Manager,Technology,Charleston,SC,United States,lead,In Progress,12/18/2024
Jennifer,Thompson,jennifer.thompson@gmail.com,(579) 270-9289,Meridian Data Systems,Office Manager,Retail,Providence,RI,United States,salesqualifiedlead,Bad Timing,11/7/2024
Kathleen,Perez,kathleen.perez@yahoo.com,(639) 988-7843,Cobalt Digital,Regional Sales Manager,Construction,Denver,CO,United States,opportunity,New,3/19/2025
Jason,Hill,jasonhill@business.net,(948) 442-9220,Redstone Realty,Executive Assistant,Biotechnology,Austin,TX,United States,opportunity,Attempted to Contact,1/2/2025
Susan,Hall,susan.hall@business.net,(393) 805-3436,Harborview Financial,Account Executive,Financial Services,Louisville,KY,United States,salesqualifiedlead,New,4/5/2025
Jason,Johnson,jasonjohnson@yahoo.com,(252) 589-7673,Pinnacle Logistics Group,IT Manager,Nonprofit,Des Moines,IA,United States,customer,Open,12/12/2025
Patricia,Rodriguez,patricia.rodriguez@yahoo.com,(802) 531-1258,Ironwood Manufacturing,Product Manager,Retail,Austin,TX,United States,lead,Connected,9/4/2025
Matthew,Clark,matthew.clark@company.com,(229) 497-5289,Harborview Financial,COO,Construction,Nashville,TN,United States,lead,In Progress,11/21/2026
Shirley,Davis,shirleydavis@gmail.com,(485) 769-5329,Brightpath Consulting,Customer Success Manager,Hospitality,Albuquerque,NM,United States,marketingqualifiedlead,New,8/23/2025
Ryan,Perez,ryanperez@yahoo.com,(938) 532-2391,Greystone Capital,Sales Director,Financial Services,Nashville,TN,United States,lead,Bad Timing,1/22/2026
Brandon,Lee,blee@gmail.com,(259) 505-7388,Ferncrest Media,Office Manager,Financial Services,Nashville,TN,United States,salesqualifiedlead,In Progress,7/27/2025
Pamela,Hall,pamela.hall@yahoo.com,(881) 803-3872,Lumen Health Partners,IT Manager,Nonprofit,Des Moines,IA,United States,customer,In Progress,3/24/2024
George,Green,georgegreen@outlook.com,(380) 951-9548,Meridian Data Systems,Product Manager,Hospitality,Omaha,NE,United States,opportunity,Bad Timing,8/14/2025
Kathleen,Jackson,kathleen.jackson@outlook.com,(652) 553-5901,Meridian Data Systems,Executive Assistant,Nonprofit,Providence,RI,United States,marketingqualifiedlead,Unqualified,4/13/2025
Jennifer,Thompson,jthompson@company.com,(579) 270-9289,Meridian Data Systems,Office Manager,Retail,Providence,RI,United States,salesqualifiedlead,Bad Timing,2/14/2025
Donna,Johnson,djohnson@company.com,(747) 369-7382,Ironwood Manufacturing,COO,Manufacturing,Richmond,VA,United States,marketingqualifiedlead,Connected,12/2/2025
Margaret,Perez,mperez@gmail.com,(782) 261-5597,Brightpath Consulting,Account Executive,Insurance,Portland,OR,United States,salesqualifiedlead,Unqualified,3/25/2025
Mary,Baker,mbaker@outlook.com,(329) 346-7206,Crestline Energy,Product Manager,Retail,Louisville,KY,United States,customer,Connected,12/25/2025
Margaret,Garcia,margaret.garcia@business.net,(694) 712-3524,Cobalt Digital,Office Manager,Biotechnology,Omaha,NE,United States,salesqualifiedlead,Connected,5/25/2026
Helen,Green,hgreen@business.net,(450) 367-8573,Lumen Health Partners,Product Manager,Biotechnology,Nashville,TN,United States,customer,Connected,4/22/2026
Christine,Baker,cbaker@company.com,(536) 801-4153,Ferncrest Media,Account Executive,Retail,Austin,TX,United States,opportunity,Connected,10/26/2024
Richard,King,richardking@company.com,(897) 519-6293,Ironwood Manufacturing,Sales Director,Nonprofit,Sacramento,CA,United States,opportunity,Attempted to Contact,5/16/2024
Kathleen,Roberts,kroberts@company.com,(740) 628-3655,Elmshade Legal,Finance Director,Media,Salt Lake City,UT,United States,opportunity,Open,1/21/2025
Benjamin,Rodriguez,benjamin.rodriguez@business.net,(229) 235-6846,Foxglove Biotech,Office Manager,Insurance,Portland,OR,United States,salesqualifiedlead,Unqualified,5/18/2026
Shirley,Robinson,shirleyrobinson@business.net,(510) 425-5855,Quarry Hill Ventures,Product Manager,Education,Louisville,KY,United States,subscriber,Open,1/18/2024
Helen,Wakler,helenwalker@company.com,(932) 680-4206,Brightpath Consulting,Finance Director,Retail,Denver,CO,United States,subscriber,Bad Timing,3/14/2026
Helen,Martin,helenmartin@company.com,(557) 670-5128,Cobalt Digital,Regional Sales Manager,Logistics,Tampa,FL,United States,customer,Attempted to Contact,7/19/2026
Sarah,Martin,sarah.martin@company.com,(782) 891-9037,Willowbrook Nonprofit,Operations Director,Legal Services,Albuquerque,NM,United States,opportunity,Attempted to Contact,8/18/2025
Pamela,Mitchell,pamela.mitchell@outlook.com,(202) 357-5303,Cascade Software,Controller,Manufacturing,Omaha,NE,United States,customer,Connected,7/6/2025
Samantha,Adams,sadams@company.com,(646) 221-3643,Cascade Software,Finance Director,Construction,Milwaukee,WI,United States,marketingqualifiedlead,Unqualified,9/8/2024
Mark,Lewis,marklewis@gmail.com,(254) 605-9224,Steadfast Insurance,HR Manager,Real Estate,Milwaukee,WI,United States,subscriber,In Progress,1/11/2024
Eric,Smith,esmith@gmail.com,(491) 943-6703,Steadfast Insurance,Product Manager,Healthcare,Denver,CO,United States,opportunity,Open,7/19/2025
Joshua,Thompson,jthompson@gmail.com,(441) 396-2925,Pinnacle Logistics Group,Account Executive,Hospitality,Boise,ID,United States,marketingqualifiedlead,Bad Timing,9/8/2026
Sarah,Thomas,sthomas@business.net,(712) 323-9551,Willowbrook Nonprofit,CEO,Media,Raleigh,NC,United States,opportunity,In Progress,2/8/2025
William,Smith,william.smith@outlook.com,(261) 607-9300,Cascade Software,Marketing Coordinator,Media,Tampa,FL,United States,salesqualifiedlead,Unqualified,7/3/2026
Emily,Rivera,erivera@company.com,(492) 910-9047,,,Financial Services,Omaha,NE,United States,subscriber,Unqualified,2/19/2024
Joshua,Flores,jflores@yahoo.com,(889) 906-7471,Driftwood Hospitality,IT Manager,Manufacturing,Des Moines,IA,United States,lead,Open,4/4/2024
Samuel,White,swhite@company.com,(233) 819-3513,Willowbrook Nonprofit,Regional Sales Manager,Technology,Milwaukee,WI,United States,marketingqualifiedlead,Unqualified,10/5/2024
Eric,Jackson,eric.jackson@company.com,(790) 702-6127,Pinnacle Logistics Group,Business Development Rep,Hospitality,Providence,RI,United States,opportunity,Attempted to Contact,12/4/2024
Michelle,Lee,michelle.lee@outlook.com,(335) 752-6994,Pinnacle Logistics Group,Marketing Coordinator,Biotechnology,Boise,ID,United States,marketingqualifiedlead,Bad Timing,5/27/2024
Linda,Roberts,lindaroberts@yahoo.com,(626) 323-4714,Aster Marketing,COO,Biotechnology,Richmond,VA,United States,subscriber,Connected,7/2/2026
Carolyn,Davis,cdavis@gmail.com,(394) 963-1119,Quarry Hill Ventures,Executive Assistant,Nonprofit,Albuquerque,NM,United States,opportunity,Connected,4/24/2025
Jonathan,Wilson,jonathan.wilson@business.net,(883) 767-5905,Hollowridge Transport,Account Executive,Biotechnology,Des Moines,IA,United States,lead,In Progress,2/24/2024
Gregory,Young,gregoryyoung@company.com,(735) 874-2392,Ferncrest Media,VP of Sales,Real Estate,Raleigh,NC,United States,salesqualifiedlead,Connected,2/24/2026
Stephen,Martinez,smartinez@yahoo.com,(415) 934-6617,Cobalt Digital,Product Manager,Education,Tampa,FL,United States,salesqualifiedlead,In Progress,2/21/2024
Andrew,Wright,awright2@company.com,(337) 470-6992,,,Technology,Austin,TX,United States,subscriber,Unqualified,5/19/2026
Samuel,Lee,samuellee@business.net,(913) 742-9986,Vantage Point Law,Regional Sales Manager,Logistics,Tucson,AZ,United States,opportunity,Open,8/9/2026
Sandra,Campbell,sandracampbell@yahoo.com,(377) 699-2562,Fieldstone Education,IT Manager,Retail,Denver,CO,United States,customer,Bad Timing,7/3/2026
William,Robinson,williamrobinson@company.com,(211) 375-6353,,,Real Estate,Columbus,OH,United States,lead,New,7/7/2026
Brandon,Lewis,brandonlewis@outlook.com,(245) 439-4271,Willowbrook Nonprofit,Business Development Rep,Financial Services,Des Moines,IA,United States,customer,Bad Timing,2/24/2024
Jennifer,Anderson,jennifer.anderson@outlook.com,(470) 578-4834,Beacon Analytics,Finance Director,Education,Tucson,AZ,United States,marketingqualifiedlead,Unqualified,8/2/2025
Daniel,Rivera,drivera@business.net,(906) 916-8304,Fieldstone Education,Business Development Rep,Logistics,Des Moines,IA,United States,marketingqualifiedlead,Bad Timing,12/25/2024
Jessica,Nelson,jessicanelson@company.com,(937) 316-8889,Willowbrook Nonprofit,Controller,Construction,Kansas City,MO,United States,lead,Attempted to Contact,11/27/2024
Mary,Anderson,mary.anderson@business.net,(516) 442-8020,Coppervale Manufacturing,HR Manager,Hospitality,Austin,TX,United States,subscriber,New,6/16/2024
Mike,Green,mgreen@business.net,(906) 515-8274,Beacon Analytics,COO,Retail,Louisville,KY,United States,subscriber,Bad Timing,3/26/2025
Susan,Green,susan.green@company.com,(847) 648-4104,Brightpath Consulting,Sales Director,Healthcare,Milwaukee,WI,United States,subscriber,Connected,4/16/2026
Nancy,Perez,nperez@company.com,(474) 950-2522,Steadfast Insurance,Office Manager,Financial Services,Milwaukee,WI,United States,subscriber,Unqualified,8/9/2025
Ronald,Jones,ronald.jones@company.com,(686) 311-6387,Crestline Energy,Regional Sales Manager,Legal Services,Providence,RI,United States,marketingqualifiedlead,New,2/22/2024
Jennifer,Hill,jenniferhill@yahoo.com,(826) 960-9784,Pinnacle Logistics Group,Sales Director,Education,Albuquerque,NM,United States,subscriber,Unqualified,1/8/2025
Brandon,Baker,brandon.baker@company.com,(656) 363-3935,Crestline Energy,CEO,Legal Services,Nashville,TN,United States,lead,Connected,5/28/2026
Joseph,Nelson,jnelson@gmail.com,(556) 395-6254,Steadfast Insurance,COO,Legal Services,Boise,ID,United States,subscriber,Bad Timing,10/14/2024
Stephen,Wilson,stephen.wilson@outlook.com,(536) 351-1046,Redstone Realty,VP of Sales,Financial Services,Charleston,SC,United States,opportunity,In Progress,2/22/2024
Jonathan,Campbell,jonathancampbell@outlook.com,(349) 944-1483,Coppervale Manufacturing,Office Manager,Biotechnology,Raleigh,NC,United States,salesqualifiedlead,Unqualified,8/24/2025
Steven,Young,stevenyoung@yahoo.com,(314) 299-1223,Willowbrook Nonprofit,Operations Director,Media,Milwaukee,WI,United States,lead,In Progress,12/26/2025
Emma,Taylor,etaylor@company.com,(695) 988-4985,Coppervale Manufacturing,Office Manager,Media,Omaha,NE,United States,salesqualifiedlead,Connected,10/28/2025
Jennifer,Sanchez,jsanchez@outlook.com,(422) 972-1924,Brightpath Consulting,Marketing Coordinator,Logistics,Omaha,NE,United States,lead,Bad Timing,10/11/2026
Emily,Green,emilygreen@gmail.com,(724) 950-1287,Foxglove Biotech,Product Manager,Financial Services,Tucson,AZ,United States,opportunity,New,6/15/2024
Paul,Clark,paul.clark@company.com,(580) 662-5958,Cobalt Digital,Marketing Coordinator,Logistics,Denver,CO,United States,lead,New,1/25/2025
Jacob,Perez,jacob.perez@business.net,(287) 472-7101,Quarry Hill Ventures,Executive Assistant,Technology,Salt Lake City,UT,United States,customer,Connected,3/25/2024
Richard,Campbell,richard.campbell2@yahoo.com,579-520-7781,Beacon Analytics,CEO,Insurance,Tucson,AZ,United States,lead,Connected,10/26/2025
Mark,Baker,mbaker@company.com,(567) 719-5918,Foxglove Biotech,Customer Success Manager,Insurance,Providence,RI,United States,customer,Attempted to Contact,5/4/2024
Amy,Miller,amiller@company.com,(567) 788-5847,Quarry Hill Ventures,IT Manager,Retail,Kansas City,MO,United States,customer,Unqualified,1/19/2025
Rachel,Rodriguez,rachelrodriguez@company.com,(968) 392-3701,Hollowridge Transport,Purchasing Manager,Retail,Richmond,VA,United States,lead,Open,3/7/2026
Lisa,Roberts,lisaroberts@company.com,(846) 381-6134,Meridian Data Systems,Sales Director,Retail,Denver,CO,United States,salesqualifiedlead,In Progress,3/19/2024
Mary,Roberts,mary.roberts@business.net,550.639.1131,Granite Peak Construction,Controller,Logistics,Kansas City,MO,United States,marketingqualifiedlead,Unqualified,7/24/2025
Brian,Thompson,bthompson@business.net,(827) 447-9272,Crestline Energy,Operations Manager,Manufacturing,Nashville,TN,United States,opportunity,Bad Timing,9/7/2024
Kenneth,Scott,kennethscott@yahoo.com,(982) 848-8054,Elmshade Legal,Office Manager,Hospitality,Richmond,VA,United States,lead,Attempted to Contact,4/13/2026
Brenda,Walker,bwalker@gmail.com,(395) 492-6848,Foxglove Biotech,Sales Director,Insurance,Tampa,FL,United States,customer,In Progress,2/26/2025
Daniel,Anderson,danielanderson@gmail.com,(270) 676-5625,Coppervale Manufacturing,IT Manager,Technology,Louisville,KY,United States,subscriber,Attempted to Contact,1/12/2025
Frank,Williams,frank.williams@yahoo.com,(412) 801-3362,Coppervale Manufacturing,Purchasing Manager,Biotechnology,Nashville,TN,United States,subscriber,In Progress,10/8/2024
Frank,King,fking@gmail.com,(659) 372-9577,Greystone Capital,HR Manager,Financial Services,Des Moines,IA,United States,subscriber,In Progress,9/12/2024
Eric,Robinson,erobinson@yahoo.com,(582) 738-8918,Quarry Hill Ventures,Controller,Construction,Nashville,TN,United States,marketingqualifiedlead,Attempted to Contact,11/26/2025
Katherine,Sanchez,ksanchez@business.net,(895) 363-1510,Brightpath Consulting,COO,Legal Services,Milwaukee,WI,United States,salesqualifiedlead,New,2/8/2024
John,Gonzalez,john.gonzalez@yahoo.com,(229) 464-5551,Willowbrook Nonprofit,Operations Director,Financial Services,Nashville,TN,United States,customer,Bad Timing,12/16/2024
Jacob,Hernandez,jhernandez@business.net,(964) 600-9941,Cascade Software,VP of Sales,Logistics,Providence,RI,United States,customer,Bad Timing,4/23/2026
Deborah,Hall,deborah.hall@gmail.com,(704) 343-7704,Ferncrest Media,Product Manager,Hospitality,Raleigh,NC,United States,lead,Open,7/7/2024
Raymond,Baker,raymondbaker2@yahoo.com,(877) 303-9524,Redstone Realty,COO,Hospitality,Austin,TX,United States,customer,Open,8/21/2026
Rachel,Gonzalez,rgonzalez@yahoo.com,(922) 736-3215,Granite Peak Construction,VP of Sales,Legal Services,Portland,OR,United States,opportunity,Open,2/18/2025
Michelle,Nelson,mnelson@company.com,(467) 755-6629,Driftwood Hospitality,Operations Director,Education,Tucson,AZ,United States,subscriber,Bad Timing,7/4/2024
Dorothy,Hernandez,dhernandez2@business.net,(988) 518-2923,Meridian Data Systems,IT Manager,Technology,Albuquerque,NM,United States,opportunity,Open,3/16/2024
